rho,seed,context_split,gamma,reward,spent_ratio,tau
0.4,10124,train,5.0,200.0,0.9999571800231933,4352
0.4,10125,train,5.0,183.0,0.9999571800231933,4352
0.4,10126,train,5.0,193.0,0.9999571800231933,4352
0.4,10127,train,5.0,196.0,0.9999571800231933,4352
0.4,10128,train,5.0,192.0,0.9999571800231933,4352
0.4,10129,train,5.0,158.0,0.9999571800231933,4352
0.4,10130,train,5.0,184.0,0.9999571800231933,4352
0.4,10131,train,5.0,198.0,0.9999571800231933,4352
0.4,10132,train,5.0,195.0,0.9999571800231933,4352
0.4,10123,train,10.0,187.0,0.9999571800231933,4352
0.4,10124,train,10.0,197.0,0.9999571800231933,4352
0.4,10125,train,10.0,207.0,0.9999571800231933,4352
0.4,10126,train,10.0,202.0,0.9999571800231933,4352
0.4,10127,train,10.0,213.0,0.9999571800231933,4352
0.4,10128,train,10.0,209.0,0.9999571800231933,4352
0.4,10129,train,10.0,190.0,0.9999571800231933,4352
0.4,10130,train,10.0,214.0,0.9999571800231933,4352
0.4,10131,train,10.0,180.0,0.9999571800231933,4352
0.4,10132,train,10.0,213.0,0.9999571800231933,4352
0.55,10123,train,0.0,158.0,0.9998356831723993,3455
0.55,10124,train,0.0,100.0,0.9999259915351868,2797
0.55,10125,train,0.0,150.0,0.999853075504303,3273
0.55,10126,train,0.0,146.0,0.9998397635546598,3243
0.55,10127,train,0.0,136.0,0.9998896948857741,3290
0.55,10128,train,0.0,168.0,0.9999288256276737,3416
0.55,10129,train,0.0,120.0,0.9998872565681284,3148
0.55,10130,train,0.0,107.0,0.9999962361725894,2875
0.55,10131,train,0.0,102.0,0.9998688371181488,2865
0.55,10132,train,0.0,164.0,0.9999525277181105,3316
0.55,10123,train,0.1,226.0,0.8393522744612261,5000
0.55,10124,train,0.1,191.0,0.8401826313625682,5000
0.55,10125,train,0.1,210.0,0.8461357139457356,5000
0.55,10126,train,0.1,227.0,0.8379412937706167,5000
0.55,10127,train,0.1,239.0,0.8392300856330178,5000
0.55,10128,train,0.1,223.0,0.8443144058639352,5000
0.55,10129,train,0.1,224.0,0.8388279447122053,5000
0.55,10130,train,0.1,225.0,0.8383118014335632,5000
0.55,10131,train,0.1,259.0,0.8391772283749147,5000
0.55,10132,train,0.1,250.0,0.8382807739431208,5000
0.55,10123,train,0.3,202.0,0.8355696822513233,5000
0.55,10124,train,0.3,213.0,0.8355257186022672,5000
0.55,10125,train,0.3,227.0,0.8355989913506942,5000
