gamma,n,reward_mean,reward_ci95,spent_mean,spent_ci95,tstop_mean,tstop_ci95
0.0,10,176.3,16.948742773529773,0.9999690079425063,2.2717262666809476e-05,4164.5,263.68431408772744
0.1,10,213.1,14.084640950046516,0.6586218867565904,0.0007996647522902602,5000.0,0.0
0.3,10,212.6,9.018416117483833,0.6565224903413227,2.6915369137794312e-05,5000.0,0.0
1.0,10,207.2,10.44192404815924,0.6564844931874958,8.371663225071137e-17,5000.0,0.0
2.0,10,213.6,11.103789466195739,0.6564844931874958,8.371663225071137e-17,5000.0,0.0
3.0,10,204.8,8.88246827487079,0.6564844931874958,8.371663225071137e-17,5000.0,0.0
5.0,10,204.5,11.995122574533996,0.6564844931874958,8.371663225071137e-17,5000.0,0.0
10.0,10,215.3,6.291255691656132,0.6564844931874958,8.371663225071137e-17,5000.0,0.0
