model,brier,logloss,mean_pred,mean_true,delay_ks,arm_delay_mae,arm_cost_mae
linear_clip,0.041572200993694554,0.18578694537085302,0.05047162703677185,0.048251369471636864,0.018329395232744183,11.957754015054956,0.945650042070237
logistic,0.041155943175396725,0.15987932362546378,0.047609861532195284,0.048251369471636864,0.018329395232744183,11.957754015054956,0.945650042070237
